Information here is subject to the policy as set forth by Gale in the terms and conditions found here: https://support.gale.com/terms/

Search Terms, "Directory Title ("Encyclopedia of Associations: National Organizations of the U.S.") And Edition (57)  LIMITS: Database (Encyclopedia of Associations: National Organizations of the U.S...."

Document Number,Entity Name,Main Address - Street1,Main Address - Street2,Main Address - Street3,Main Address - Street4,Main Address - Street5,Composed City,City,State Code,Zip Code,Country,Telephone Area Code,Telephone Number,Toll Free Number,Fax Number,Organization Email Address,Organization Website URL
"HSKRBG548064717","International Society for Heart & Lung Transplantation (ISHLT)","14673 Midway Rd., Ste. 200","","","","","Addison, TX 75001 USA","Addison","TX","75001","United States","972","(972)490-9495","","(972)490-9499","ishlt@ishlt.org","http://www.ishlt.org; http://twitter.com/ishlt"
"QQWMEF904501342","International Society of Beverage Technologists (ISBT)","14070 Proton Rd., Ste. 100","","","","","Dallas, TX 75244-3601 USA","Dallas","TX","75244-3601","United States","972","(972)233-9107","","(972)490-4219","office@bevtech.org","http://www.bevtech.org; http://www.facebook.com/isbt.bevtech; http://www.linkedin.com/groups/2115320/profile; http://twitter.com/isbt_bevtech"
"OBIMIA744705442","International Society of Certified Electronics Technicians (ISCET)","3000-A Landers St.","","","","","Fort Worth, TX 76107-5642 USA","Fort Worth","TX","76107-5642","United States","817","(817)921-9101","800-946-0201","(817)921-3741","info@iscet.org","http://www.iscet.org"
"NDJAHX976430514","International Society of Mechanically Circulatory Support","Baylor College of Medicine","1 Baylor Plz., BMC M390","","","","Houston, TX 77030 USA","Houston","TX","77030","United States","713","(713)798-6309","","(713)798-8439","info@isrbp.org","http://www.isrbp.org"
"YAIOMM068593269","International Texas Longhorn Association (ITLA)","PO Box 2610","","","","","Glen Rose, TX 76043 USA","Glen Rose","TX","76043","United States","254","(254)898-0157","","(254)898-0165","staff@itla.com","http://www.itla.com"
"TZRYLO067560853","Intervention & Coiled Tubing Association (ICoTA)","1325 Eva St., Ste. 8","","","","","Montgomery, TX 77356 USA","Montgomery","TX","77356","United States","936","(936)520-1549","","(832)201-9977","","http://www.icota.com"
"OEWAWL941603536","John Gary International Fan Club","7 Briarwood Cir.","","","","","Richardson, TX 75080-4854 USA","Richardson","TX","75080-4854","United States","","","","","","http://www.johngary.com"
"CJYGLD239942204","Kappa Delta Chi Sorority","PO Box 4317","","","","","Lubbock, TX 79409 USA","Lubbock","TX","79409","United States","","","","","marketing@kappadeltachi.org","http://www.kappadeltachi.org"
"OYBIAJ230192755","KinderUSA","PO Box 224846","","","","","Dallas, TX 75222-9785 USA","Dallas","TX","75222-9785","United States","","","888-451-8908","","kinder@kinderusa.org","http://www.kinderusa.org; http://www.facebook.com/KinderUSA; http://www.twitter.com/kinderusa"
"YWEKKG045322703","Knowbility","1033 La Posada Dr., Ste. 372","","","","","Austin, TX 78752 USA","Austin","TX","78752","United States","512","(512)527-3138","800-735-2989","","knowbility@knowbility.org","http://www.knowbility.org; http://www.facebook.com/knowbility; http://twitter.com/knowbility"
"EMVXEG900868406","Lady Bird Johnson Wildflower Center","4801 La Crosse Ave.","","","","","Austin, TX 78739 USA","Austin","TX","78739","United States","512","(512)232-0100","","(512)232-0156","atiedt@wildflower.org","http://www.wildflower.org; http://www.facebook.com/wildflowercenter; http://www.linkedin.com/company/lady-bird-johnson-wildflower-center; http://twitter.com/Wildflowerctr"
"KBOEAA854368389","Last Chance Forever (LCF)","PO Box 460993","","","","","San Antonio, TX 78246-0993 USA","San Antonio","TX","78246-0993","United States","210","(210)499-4080","","(210)499-4305","info@lastchanceforever.org","http://www.lastchanceforever.org; http://www.facebook.com/lastchanceforever"
"KMJORZ404690789","Law Enforcement and Emergency Services Video Association (LEVA)","84 Briar Creek Rd.","","","","","Whitesboro, TX 76273-4603 USA","Whitesboro","TX","76273-4603","United States","469","(469)285-9435","","(469)533-3659","admin@leva.org","http://leva.org; http://www.facebook.com/LEVA-307900566012351; http://www.linkedin.com/groups/2097530/profile; http://twitter.com/LEVA_Inc"
"SGXAIM381070011","Leadership Women","25 Highland Park Village, Ste. 100-371","","","","","Dallas, TX 75205 USA","Dallas","TX","75205","United States","214","(214)421-5566","","","","http://leadership-women.org; http://www.facebook.com/LeadershipWomen; http://www.linkedin.com/company/3009855; http://twitter.com/LeadershipWome"
"QFFYTM143611193","Liberia Now","Po Box 781767","","","","","San Antonio, TX 78278 USA","San Antonio","TX","78278","United States","","","877-582-7906","","","http://www.liberianow.org; http://www.facebook.com/Liberia-Now-122116537818931; http://www.linkedin.com/company/liberia-now; http://twitter.com/liberianow"
"NVWYTO895879029","The Living Bank","4545 Post Oak Pl., Ste. 340","","","","","Houston, TX 77027 USA","Houston","TX","77027","United States","713","(713)961-9431","800-528-2971","","info@livingbank.org","http://www.livingbank.org; http://www.facebook.com/TheLivingBank; http://twitter.com/TheLivingBank"
"IRVKOI690629182","Manufacturers Representatives of America (MRA)","2301 Ravinia Dr.","","","","","Arlington, TX 76012 USA","Arlington","TX","76012","United States","817","(817)690-4308","","","assnhqtrs@aol.com","http://www.mrareps.com"
"QGNPKD611624830","Mapping Your Future","PO Box 2578","","","","","Sugar Land, TX 77487-2578 USA","Sugar Land","TX","77487-2578","United States","","","","","feedback@mappingyourfuture.org","http://mappingyourfuture.org; http://www.facebook.com/MappingYourFutureInc/timeline?ref=page_interna; http://twitter.com/MYFInc"
"GOFNGD331297780","Marine Corps Engineer Association (MCEA)","10018 Estancia Ln.","","","","","Austin, TX 78739 USA","Austin","TX","78739","United States","512","(512)394-9333","","","","http://www.marcorengasn.org"
"KKNBGO714459429","Materials & Methods Standards Association (MMSA)","4000 Pinemont Dr.","","","","","Houston, TX 77018 USA","Houston","TX","77018","United States","","","","","","http://mmsausa.com"
"MKRXHC351455734","Mexican American Catholic College (MACC)","3115 W Ashby Pl.","","","","","San Antonio, TX 78228-5104 USA","San Antonio","TX","78228-5104","United States","210","(210)732-2156","866-893-6222","(210)732-9072","macc@maccsa.org","http://www.henryford.com/body_nologin.cfm?id=39501; http://www.facebook.com/maccsanantonio/; http://twitter.com/maccollege"
"CLOXPP720740186","Mission of Hope","1907 Cypress Creek Rd., Ste. 106","","","","","Cedar Park, TX 78613 USA","Cedar Park","TX","78613","United States","239","(239)791-8125","","(239)791-8133","info@mohhaiti.org","http://www.mohhaiti.org; http://www.facebook.com/mohhaiti; http://twitter.com/mohhaiti"
"THJMGW430984766","Missions International","PO Box 93235","","","","","Southlake, TX 76092-0112 USA","Southlake","TX","76092-0112","United States","","","","","info@missionsinternational.org","http://missionsinternational.org; http://www.facebook.com/MissionsInternational; http://twitter.com/MissionsIntl"
"GLFQUC943750548","Muslim American Society (MAS)","1206 Apollo Rd., No. 851255","","","","","Richardson, TX 75085 USA","Richardson","TX","75085","United States","913","(913)888-5555","800-627-2166","","info@muslimamericansociety.org","http://muslimamericansociety.org; http://www.facebook.com/MuslimAmericanSociety; http://twitter.com/mas_national"
"MBSOST546983327","Myotubular Myopathy Resource Group","2602 Quaker Dr.","","","","","Texas City, TX 77590 USA","Texas City","TX","77590","United States","409","(409)945-8569","","(409)945-2162","","http://www.mtmrg.org"
"PTRNTD503232021","National Association of Dental Plans (NADP)","12700 Park Central Dr., Ste. 400","","","","","Dallas, TX 75251 USA","Dallas","TX","75251","United States","972","(972)458-6998","","(972)458-2258","info@nadp.org","http://www.nadp.org; http://www.facebook.com/nadp.org; http://www.linkedin.com/company/118398/; http://twitter.com/NADP_dental?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fwww.nadp.org%2F"
"PDQNRB685278874","National Association of Hearing Officials (NAHO)","PO Box 330865","","","","","Fort Worth, TX 76163-0865 USA","Fort Worth","TX","76163-0865","United States","","","","","nahomembership@gmail.com","http://www.naho.org"
"APJZOY784381715","National Association of Hispanic Firefighters (NAHF)","PO Box 225037","","","","","Dallas, TX 75222-5037 USA","Dallas","TX","75222-5037","United States","972","(972)814-6766","","","info@nahf.org","http://www.nahf.org; http://www.facebook.com/Nahf1; http://twitter.com/nahf4ff"
"KNTWKP357620074","National Association of Mortgage Brokers (NAMB)","2701 W 15th St., Ste. 536","","","","","Plano, TX 75075 USA","Plano","TX","75075","United States","972","(972)758-1151","","(530)484-2906","membership@namb.org","http://www.namb.org; http://www.linkedin.com/groups/100276/profile; http://twitter.com/NAMBpros"
"JRPLGQ136364517","National Association of Pipe Coating Applicators (NAPCA)","500 Dallas St., Ste. 3000","","","","","Houston, TX 77002 USA","Houston","TX","77002","United States","713","(713)655-5761","","(713)655-0020","merritt.chastain@ogletreedeakins.com","http://www.napca.com; http://www.facebook.com/NationalAssociationofPipeCoatingApplicators; http://www.linkedin.com/company/11034070"
"KMMZSH058886965","National Association of Presbyterian Scouters (NAPS)","c/o Steve Baker, Treasurer","5620 Charlott St.","","","","Fort Worth, TX 76112 USA","Fort Worth","TX","76112","United States","301; 512; 817","(301)948-7121; (512)458-9889; (817)312-2855","","","NAPSTreasurer1@gmail.com","http://www.presbyterianscouters.org; http://www.facebook.com/groups/141718495857866"
"AZVVHR254829817","National Association of Probation Executives (NAPE)","c/o Christie Davidson, Executive Director","National Association of Probation Executives","Correctional Management Institute","George J. Beto Criminal Justice Ctr.","Sam Houston State University","Huntsville, TX 77341-2296 USA","Huntsville","TX","77341-2296","United States","936","(936)294-3757","","(936)294-1671","davidson@shsu.edu","http://www.napehome.org"
"TSCRVW583446364","National Association of Real Estate Companies (NAREC)","2800 Bartons Bluff Ln., Ste. 1209","","","","","Austin, TX 78746 USA","Austin","TX","78746","United States","773","(773)283-6362","","","info@narec.org","http://www.narec.org; http://www.linkedin.com/groups/1859586/profile"
"QACLUV052845412","National Athletic Trainers' Association (NATA)","1620 Valwood Pkwy., Ste. 115","","","","","Carrollton, TX 75006 USA","Carrollton","TX","75006","United States","214","(214)637-6282","","(214)637-2206","","http://www.nata.org; http://www.facebook.com/NATA1950; http://www.linkedin.com/groups/819297/profile; http://twitter.com/nata1950"
"TTURWQ137023388","National Breast Cancer Foundation (NBCF)","2600 Network Blvd., Ste. 300","","","","","Frisco, TX 75034 USA","Frisco","TX","75034","United States","","","","","","http://www.nationalbreastcancer.org; http://www.facebook.com/nationalbreastcancer; http://twitter.com/NBCF"
"MXLEJD080973450","National Center for Farmworker Health (NCFH)","1770 FM 967","","","","","Buda, TX 78610 USA","Buda","TX","78610","United States","512","(512)312-2700","800-531-5120","(512)312-2600","info@ncfh.org","http://www.ncfh.org; http://www.facebook.com/NCFHTX/?fref=ts; http://www.twitter.com/NCFHTX"
"HCHFDP023794282","National Domestic Violence Hotline (NDVH)","PO Box 161810","","","","","Austin, TX 78716 USA","Austin","TX","78716","United States","512","(512)794-1133; (512)453-8117","800-799-7233","","","http://www.thehotline.org; http://www.facebook.com/NationalDomesticViolenceHotline; http://twitter.com/ndvh"
"LATUMT366123101","National Electric Drag Racing Association (NEDRA)","264 Plum Cir.","","","","","Lake Jackson, TX 77566 USA","Lake Jackson","TX","77566","United States","","","","","info@nedra.com","http://www.nedra.com; http://www.facebook.com/LoneStar-EV-Racing-Team-211977712189084; http://twitter.com/nedrapr"
"KIZHGC934156093","National Flood Determination Association (NFDA)","PO Box 82642","","","","","Austin, TX 78708 USA","Austin","TX","78708","United States","512","(512)977-3007","","","info@nfdaflood.com","http://www.nfdaflood.com"
"EJYQJF499305974","National Floor Safety Institute (NFSI)","PO Box 92607","","","","","Southlake, TX 76092 USA","Southlake","TX","76092","United States","817","(817)749-1700","","(817)749-1702","","http://nfsi.org; http://www.facebook.com/nationalfloorsafety; http://twitter.com/nfsi_?lang=en"
"MWZGAP110097645","National Hispanic Professional Organization (NHPO)","PO Box 41780","","","","","Austin, TX 78704 USA","Austin","TX","78704","United States","512","(512)662-0249","","","national@nhpo.us","http://www.nhpo.us; http://www.facebook.com/NHPO-National-290068195397; http://www.twitter.com/NHPOupdates"
"NWCXXX350567947","National Huguenot Society (NHS)","7340 Blanco Rd., Ste. 104","","","","","San Antonio, TX 78216 USA","San Antonio","TX","78216","United States","210","(210)366-9995","","","","http://huguenot.netnation.com/general"
"EQWQZQ008481305","National Institute for Technology in Liberal Education (NITLE)","1001 E University Ave.","McCook-Crain Bldg.","","","","Georgetown, TX 78626 USA","Georgetown","TX","78626","United States","512","(512)863-1603","","(512)819-7684","contact@nitle.org","http://www.nitle.org"
"BQZGCU061674002","National Military Fish and Wildlife Association (NMFWA)","103 W Highway 33","","","","","Lake Jackson, TX 77566 USA","Lake Jackson","TX","77566","United States","831; 720","(831)656-2850; (720)542-3085","","","","http://www.nmfwa.net"
"DHNVCJ567161120","National Narcotic Detector Dog Association (NNDDA)","379 County Road 105","","","","","Carthage, TX 75633 USA","Carthage","TX","75633","United States","","","888-289-0070","","thenndda@yahoo.com","http://www.nndda.org; http://www.facebook.com/National-Narcotic-Detector-Dog-Association-114157705274691/"
"UOKSFU711723983","National Network for Immunization Information (NNii)","301 University Blvd.","","","","","Galveston, TX 77555-0350 USA","Galveston","TX","77555-0350","United States","702","(702)200-0201","","(409)772-5208","","http://www.immunizationinfo.org"
"CQWVLY970316023","National Pan-American Junior Golf Association (NPAJGA)","915 Boundary St.","","","","","Houston, TX 77249 USA","Houston","TX","77249","United States","713","(713)862-1911","","","","http://www.npaga.org"
"CTCWAA000343871","National Pawnbrokers Association (NPA)","891 Keller Pkwy., Ste. 220","","","","","Keller, TX 76248 USA","Keller","TX","76248","United States","817","(817)337-8830","","(817)337-8875","info@nationalpawnbrokers.org","http://www.nationalpawnbrokers.org; http://www.facebook.com/National-Pawnbrokers-Association-174623239214493; http://twitter.com/pawntweet"
"XYKGUI416411541","National Pharmacy Technician Association (NPTA)","PO Box 683148","","","","","Houston, TX 77268-3148 USA","Houston","TX","77268-3148","United States","","","888-247-8700","(888)247-8706","","http://www.pharmacytechnician.org; http://www.facebook.com/pharmacytechnician; http://www.linkedin.com/groups?home=&gid=1863632&trk=anet_ug_hm; http://www.twitter.com/NPTA"
"TWNMOF778811599","National Piano Foundation (NPF)","14070 Proton Rd., Ste. 100","","","","","Dallas, TX 75244 USA","Dallas","TX","75244","United States","972","(972)233-9107","","(972)490-4219","","http://pianonet.com"
"FCUDFM565462676","National Skeet Shooting Association (NSSA)","5931 Roft Rd.","","","","","San Antonio, TX 78253 USA","San Antonio","TX","78253","United States","210","(210)688-3371","800-877-5338","(210)688-3014","","http://www.nssa-nsca.org; http://www.facebook.com/MyNSSA/?ref=py_c; http://twitter.com/NationalSkeet"
"ASBJAB662754052","National Sporting Clays Association (NSCA)","5931 Roft Rd.","","","","","San Antonio, TX 78253 USA","San Antonio","TX","78253","United States","210","(210)688-3371","800-877-5338","(210)688-3014","","http://www.nssa-nsca.org; http://www.facebook.com/MyNSCA; http://www.twitter.com/nssa_nsca"
"DRZBSV993146820","National Square Dance Convention National Executive Committee (NSDC)","c/o Butch & Ampie Hayes,Presidents","330 Elmhurst Ave.","","","","San Antonio, TX 78209-6608 USA","San Antonio","TX","78209-6608","United States","","","","","","http://www.nsdcnec.com"
"BBDKWX234968632","National Terrazzo and Mosaic Association (NTMA)","138 W Lower Crabapple","","","","","Fredericksburg, TX 78624-1924 USA","Fredericksburg","TX","78624-1924","United States","830","(830)856-2827","800-323-9736","(888)362-2770","info@ntma.com","http://www.ntma.com"
"SIIWGH580693865","Nature Healing Nature","514 Byrne St.","","","","","Houston, TX 77009 USA","Houston","TX","77009","United States","832","(832)423-8425","","","","http://www.naturehealingnature.org"
"HFPIYM171942464","North American Council of Automotive Teachers (NACAT)","1820 Shiloh Rd., Ste. 1403","","","","","Tyler, TX 75703 USA","Tyler","TX","75703","United States","682","(682)465-4662","","","","http://www.nacat.com"
"IYTCDX911067675","North American Llewellin Breeders Association, Inc. (NALBA)","3413 Forrester Ln.","","","","","Waco, TX 76708-1719 USA","Waco","TX","76708-1719","United States","254","(254)752-1526","","","info@nalba.org","http://www.nalba.org"
"TNVXZV259528490","North American Model Horse Shows Association (NAMHSA)","PO Box 1271","","","","","Decatur, TX 76234 USA","Decatur","TX","76234","United States","","","","","","http://www.namhsa.org; http://www.facebook.com/NAMHSA"
"AKVLGX423892948","North American Saddle Mule Association (NASMA)","PO Box 1108","","","","","Boyd, TX 76023 USA","Boyd","TX","76023","United States","","","","","secretary@nasma.net","http://www.nasma.us; http://www.facebook.com/North-American-Saddle-Mule-Association-NASMA-85415396193; http://twitter.com/NASMAposse"
"JUTMHV813489848","North American Society for Oceanic History (NASOH)","Dept. of History","Texas Christian University","Box 297260","","","Fort Worth, TX 76129 USA","Fort Worth","TX","76129","United States","","","","","","http://www.nasoh.org"
"FGJGYS332471749","North America Wu (Hao) Taiji Federation (NAWTF)","PO Box 742703","","","","","Dallas, TX 75374 USA","Dallas","TX","75374","United States","214","(214)878-4598","","","wuhao108@gmail.com","http://www.wuhaotaiji.com; http://www.chinwoo.com/USA/wuhao_article.htm"
"ODGSFN532791874","On the Lighter Side, International Lighter Collectors (OTLS)","PO Box 1733","","","","","Quitman, TX 75783 USA","Quitman","TX","75783","United States","","","","","otls@suddenlink.net","http://otls.com"
"SWVYIO112655316","Operation Save America","PO Box 740066","","","","","Dallas, TX 75374 USA","Dallas","TX","75374","United States","254","(254)304-0016","","","info@operationsaveamerica.org","http://www.operationsaveamerica.org; http://www.linkedin.com/pub/rusty-thomas/17/37/654; http://twitter.com/ornational"
"JZRHZT415588853","Optometric Retina Society (ORS)","4500 Knightsbridge Dr.","","","","","McKinney, TX 75070 USA","McKinney","TX","75070","United States","214","(214)548-6345","","","jtorbit@indiana.edu","http://www.optometricretinasociety.org"
"HYEZJS357877407","Painted Desert Sheep Society (PDSS)","11819 Puska Rd.","","","","","Needville, TX 77461 USA","Needville","TX","77461","United States","979","(979)793-4207","","","","http://www.painteddesertsheepsociety.com"
"QZYTOA140646006","Patient Privacy Rights","1006 Mopac Cir., Ste. 102","","","","","Austin, TX 78746 USA","Austin","TX","78746","United States","512","(512)732-0033","","(512)732-0036","privacy@patientprivacyrights.org","http://patientprivacyrights.org; http://www.facebook.com/PatientPrivacyRights; http://www.linkedin.com/company/2485964; http://twitter.com/PatientPrivacy"
"TJSKYF699360647","Piano Manufacturers Association International (PMAI)","14070 Proton Rd., Ste. 100","","","","","Dallas, TX 75244 USA","Dallas","TX","75244","United States","972","(972)233-9107","","(972)490-4219","","http://www.pianonet.com"
"ZTTRBC919842925","Pipe Line Contractors Association (PLCA)","1700 Pacific Ave., Ste. 4100","","","","","Dallas, TX 75201-4675 USA","Dallas","TX","75201-4675","United States","214","(214)969-2700","","","plca@plca.org","http://www.plca.org"
"PMZUHB510876532","Pratham U.S.A.","9703 Richmond Ave., Ste. 102","","","","","Houston, TX 77042 USA","Houston","TX","77042","United States","713","(713)774-9599","866-772-8426","(713)583-6779","info@prathamusa.org","http://www.prathamusa.org; http://www.facebook.com/PrathamUSA; http://www.linkedin.com/company/481906; http://twitter.com/prathamusa"
"LJWZAS958309690","Primarily Primates, Inc. (PPI)","26099 Dull Knife Trl.","","","","","San Antonio, TX 78255 USA","San Antonio","TX","78255","United States","830","(830)755-4616","","(830)755-4618","office@primarilyprimates.org","http://primarilyprimates.org; http://www.facebook.com/PrimarilyPrimates/; http://twitter.com/primate_refuge"
"RLALQI293997797","Professional Aviation Maintenance Association (PAMA)","1601 Marlene Dr.","","","","","Euless, TX 76040 USA","Euless","TX","76040","United States","","","877-901-5410","(866)991-5097","info@pama.org","http://pama.wildapricot.org"
"NJKQIT837079338","Progressive Gardening Trade Association (PGTA)","7809 FM 179","","","","","Shallowater, TX 79363-3637 USA","Shallowater","TX","79363-3637","United States","806","(806)832-5306","","(806)832-5244","info@pgta.org","http://www.pgta.org"
"KSGZHW663002402","Promotional Products Association International (PPAI)","3125 Skyway Cir. N","","","","","Irving, TX 75038 USA","Irving","TX","75038","United States","972","(972)252-0404","888-426-7724","(972)258-3004","pamw@ppa.org","http://www.ppai.org; http://www.facebook.com/PPAI.HQ; http://www.linkedin.com/company/ppai; http://twitter.com/PPAI_HQ"
"NFTHNJ053660032","Ranching Heritage Association (RHA)","3121 4th St.","","","","","Lubbock, TX 79409 USA","Lubbock","TX","79409","United States","806","(806)742-0498","","","ranchhc@ttu.edu","http://ranchingheritage.org; http://www.depts.ttu.edu/ranchhc"
"PUUMLJ021611349","RapidIO Trade Association (RTA)","8650 Spicewood Springs, No. 145-515","","","","","Austin, TX 78759 USA","Austin","TX","78759","United States","512","(512)401-2900; (512)827-7680","","","info@rapidio.org","http://www.rapidio.org; http://www.linkedin.com/groups/1891667/profile; http://twitter.com/RapidIOTA"
"ZRBEBP731470164","Reach Out Honduras","PO Box 2993","","","","","McKinney, TX 75070 USA","McKinney","TX","75070","United States","","","","","clay@reachouthonduras.org","http://reachouthonduras.org; http://www.facebook.com/ReachOutHonduras; http://twitter.com/reachouthonduras"
"ZMOUZW062426194","Rice Design Alliance (RDA)","M.D. Anderson Hall, Rm. 149","Rice University","6100 Main St.","","","Houston, TX 77005-1827 USA","Houston","TX","77005-1827","United States","713","(713)348-4876","","(713)348-5924","rda@rice.edu","http://ricedesignalliance.org; http://www.facebook.com/pages/The-Rice-Design-Alliance/117888341746; http://www.twitter.com/RDAHouston"
"ZRIPGY860010665","Romance Writers of America (RWA)","14615 Benfer Rd.","","","","","Houston, TX 77069 USA","Houston","TX","77069","United States","832","(832)717-5200","","","info@rwa.org","http://www.rwa.org; http://www.facebook.com/romancewriters; http://twitter.com/romancewriters?ref_src=twsrc%5Etfw&ref_url=https%3A%2F%2Fwww.rwa.org%2F"
"RBFCWF252520271","Safe and Vault Technicians Association (SAVTA)","3500 Easy St.","","","","","Dallas, TX 75247 USA","Dallas","TX","75247","United States","214","(214)819-9733","800-532-2562","","","http://www.savta.org"
"WFBNSC673931408","Sanctuary Workers and Volunteers Association (SWAVA)","PO Box 637","","","","","Boyd, TX 76023 USA","Boyd","TX","76023","United States","940","(940)433-5091","","(940)433-5092","swava@sbcglobal.net","http://www.swava.org"
"QUUAVM009852326","Schizophrenia and Related Disorders Alliance of America (SARDAA)","PO Box 941222","","","","","Houston, TX 77094-8222 USA","Houston","TX","77094-8222","United States","240","(240)423-9432","866-800-5199","","info@sardaa.org","http://www.sardaa.org; http://www.facebook.com/sardaaorg; http://www.linkedin.com/company/1873082; http://twitter.com/sardaa_org"
"WATWVZ506151233","SER National","100 E Royal Ln., Ste. 130","","","","","Irving, TX 75039 USA","Irving","TX","75039","United States","469","(469)549-3600","","(469)549-3684","","http://www.ser-national.org; http://www.facebook.com/ser.national/?fref=ts; http://twitter.com/sernational"
"VPROBE824146441","Sex Addicts Anonymous (SAA)","PO Box 70949","","","","","Houston, TX 77270-0949 USA","Houston","TX","77270-0949","United States","713","(713)869-4902","800-477-8191","","info@saa-recovery.org","http://saa-recovery.org"
"HSXCXO056913289","Sharing of Ministries Abroad U.S.A. (SOMA USA)","2501 Ridgmar Plz., No. 99","","","","","Fort Worth, TX 76116 USA","Fort Worth","TX","76116","United States","817","(817)737-7662","","","office@somausa.org","http://www.somausa.org; http://www.facebook.com/pages/SOMA-USA/174104526741; http://twitter.com/SOMAUSA"
"HHKMTN930073068","Siempre Salud","9839 Crest Meadow Dr.","","","","","Dallas, TX 75230 USA","Dallas","TX","75230","United States","214","(214)363-0362","","","","http://www.facebook.com/SiempreSaludUSA"
"DTYODU432646079","Sigma Lambda Alpha Sorority Inc.","PO Box 424613","","","","","Denton, TX 76204-4296 USA","Denton","TX","76204-4296","United States","","","","","info@sigmalambdaalpha.org","http://www.sigmalambdaalpha.org; http://www.facebook.com/sigmaalphalambda; http://www.linkedin.com/company/2764193; http://twitter.com/SLA_1992"
"QTMJYS243027151","Sisters Network, Inc. (SNI)","2922 Rosedale St.","","","","","Houston, TX 77004 USA","Houston","TX","77004","United States","713","(713)781-0255","866-781-1808","(713)780-8998","infonet@sistersnetworkinc.org","http://sistersnetworkinc.org; http://www.facebook.com/sistersnetworkinc; http://www.twitter.com/sistersnetwork"
"RLANTJ850146877","Society for Design and Process Science (SDPS)","3824 Cedar Springs Rd., Ste. 368","","","","","Dallas, TX 75219 USA","Dallas","TX","75219","United States","214","(214)253-9025","","(214)520-0227","","http://sdpsnet.org/sdps"
"TMEJOR415175197","Society for Features Journalism (SFJ)","c/o Lisa Glowinski, Preident","More Content Now","9001 IH-35 N, Ste. 102","","","Austin, TX 78753 USA","Austin","TX","78753","United States","217","(217)816-3343","","","lglowinski@corp.gatehousemedia.com","http://featuresjournalism.org; http://www.facebook.com/SocietyForFeaturesJournalism; http://twitter.com/WeAreSFJ"
"NFNIVI398558477","Society for Heart Attack Prevention and Eradication","2636 W Loop S, Ste. 555","","","","","Houston, TX 77054 USA","Houston","TX","77054","United States","","","877-742-7311","","info@shapesociety.org","http://www.shapesociety.org; http://www.facebook.com/SHAPESociety; http://www.linkedin.com/company/society-for-heart-attack-prevention-and-eradication; http://twitter.com/shape_society"
"FNEIMY100075815","Society of Air Force Physicians (SAFP)","c/o JoAnn Honn, Administrative Assistant","PO Box 64","","","","Devine, TX 78016-0064 USA","Devine","TX","78016-0064","United States","830","(830)665-4048","","(830)665-9658","safp2002@aol.com","http://www.acponline.org/about_acp/chapters/usaf/msac_contacts.htm"
"BIQBZY061666131","Society of Diagnostic Medical Sonography (SDMS)","2745 Dallas Pky., Ste. 350","","","","","Plano, TX 75093-8730 USA","Plano","TX","75093-8730","United States","214","(214)473-8057","800-229-9506","(214)473-8563","info@sdms.org","http://www.sdms.org; http://www.facebook.com/SDMS3; http://www.linkedin.com/company/society-of-diagnostic-medical-sonography; http://twitter.com/TheSDMS"
"QGZVGM979179412","Society of Iranian-American Women for Education (SIAWE)","PO Box 572371","","","","","Houston, TX 77257 USA","Houston","TX","77257","United States","713","(713)532-6666","","","info@siawe.org","http://siawe.org; http://www.facebook.com/pages/SIAWE/486536191388585; http://twitter.com/SIAWE2"
"IZACFX318127940","Society of Mexican American Engineers and Scientists (MAES)","2437 Bay Area Blvd., 100","","","","","Houston, TX 77058 USA","Houston","TX","77058","United States","281","(281)557-3677","","(281)715-5100","questions@mymaes.org","http://mymaes.org; http://www.twitter.com/MyMAES"
"KBOFEM832464010","Society of Military Otolaryngologists - Head and Neck Surgeons (SMO-HNS)","PO Box 923","","","","","Converse, TX 78109-0923 USA","Converse","TX","78109-0923","United States","210","(210)945-9006","","(210)867-5495","","http://www.miloto.org"
"JMGION311908241","Society of Our Lady of the Most Holy Trinity (SOLT)","1200 Lantana St.","","","","","Corpus Christi, TX 78407 USA","Corpus Christi","TX","78407","United States","361","(361)289-9095; (361)654-0054; (361)387-8090","","(361)387-8800","","http://www.solt.net; http://www.facebook.com/soltlife; http://twitter.com/SOLT33"
"JHAXMD537230831","Society of Petroleum Evaluation Engineers (SPEE)","c/o Debbie Suter, Executive Secretary","20333 State Highway 249, Ste. 200","","","","Houston, TX 77070 USA","Houston","TX","77070","United States","832","(832)972-7733","","","info@spee.org","http://secure.spee.org"
"TAAGUQ585963463","Society of Piping Engineers and Designers (SPED)","9668 Westheimer Rd., Ste. 200-242","","","","","Houston, TX 77063 USA","Houston","TX","77063","United States","832; 713","(832)286-3404; (713)960-4478","","","spedexec@spedweb.com","http://www.spedweb.com; http://www.facebook.com/Society-of-Piping-Engineers-and-Designers-117259628296376"
"GJHKRR380230670","Society of the 3rd Infantry Division","2010 Worcester Ln.","","","","","Garland, TX 75040 USA","Garland","TX","75040","United States","239","(239)728-2475","","","","http://www.society3rdid.org; http://www.facebook.com/Society3rdID"
"XVDYZK318895366","Souvenir Building Collectors Society (SBCS)","c/o Katherine Isbell, Treasurer","809 Jackson St.","","","","Rockwall, TX 75087-6106 USA","Rockwall","TX","75087-6106","United States","703","(703)532-4532; (703)477-4781","","","","http://www.sbcollectors.org"
